id;kurztitel;kategorie;unterkategorie;datum_beginn;datum_ende;terminliste;landname;ort;va_name;va_adresse;va_telefon;va_fax;va_email;va_internet;teilnehmerkreis;externer_link;lfdnr
100123171;"Vertriebsspezialist IHK - hybrid -";"Kaufmännischer Bereich";"Berufe in der Wirtschaft";2023-10-02;2025-10-02;"02.10.2023 - 13.10.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 02.10.2025 möglich";Deutschland;"Hameln - hybrid -";"TA Bildungszentrum GmbH
Hameln";"Bahnhofstraße 18/20
31785 Hameln";05151/95640;;mailto:studierendenservice@ta.de;https://info.ta.de/Vertriebsspezialist_IHK.pdf;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;618
100123172;"Zusatzqualifikation in Kinder- und Jugendlichenpsychotherapie - Verfahren: Verhaltenstherapie)";Psychologie;;2023-09-13;2025-09-13;"13.09.2023 - 19.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 13.09.2025 möglich";Deutschland;Berlin;"Berliner Akademie für Psychotherapie";"Am Köllnischen Park 2
10179 Berlin";030/209166-0;030/209166-170;mailto:bap@bap-berlin.de;;"approbierte Berliner Psychologische Psychotherapeuten und solche in Ausbildung";;619
100123173;"Englisch Intensive - 1 Woche -";"Sprachen für den Beruf";Englisch;2023-08-21;2025-08-21;"21.08.2023 - 25.08.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 21.08.2025 möglich";Canada;"Vancouver und ggf. andere Orte";"ILSC Education Group";"555 Richards Street, Vancouver, B.C.
V6B 2Z5 Vancouver, BC";'+1-604-6899095';;mailto:nadine.rugani@ilsc.com;https://www.ilsc.com/vancouver;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;620
100123174;"Englisch Intensive - 2 Woche -";"Sprachen für den Beruf";Englisch;2023-08-21;2025-08-21;"21.08.2023 - 01.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 21.08.2025 möglich";Canada;"Vancouver und ggf. andere Orte";"ILSC Education Group";"555 Richards Street, Vancouver, B.C.
V6B 2Z5 Vancouver, BC";'+1-604-6899095';;mailto:nadine.rugani@ilsc.com;https://www.ilsc.com/vancouver;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;621
100123175;"Zusatzqualifikation in Gruppenpsychotherapie (Verfahren Verhaltenstherapie)";Psychologie;;2023-11-30;2025-11-30;"30.11.2023 - 26.04.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 30.11.2025 möglich";Deutschland;Berlin;"Berliner Akademie für Psychotherapie";"Am Köllnischen Park 2
10179 Berlin";030/209166-0;030/209166-170;mailto:bap@bap-berlin.de;https://www.bap-berlin.de/zusatzqualifikationen-fuer-psychologische-psychotherapeutinnen/;"Für Berliner approbierte psychologische Psychotherapeuten/innen und solche in Ausbildung, die o.g. Kennntnisse beruflich benötigen";;622
100123176;"Englisch Full Time Programm - 1 Woche - Australien -";"Sprachen für den Beruf";Englisch;2023-08-21;2025-08-21;"21.08.2023 - 25.08.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 21.08.2025 möglich";Australien;"Sydney und ggf. andere Orte";"ILSC Education Group";"555 Richards Street, Vancouver, B.C.
V6B 2Z5 Vancouver, BC";'+1-604-6899095';;mailto:nadine.rugani@ilsc.com;https://www.ilsc.com/vancouver;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;623
100123177;"Englisch Full Time Programm - 2 Woche - Australien -";"Sprachen für den Beruf";Englisch;2023-08-21;2025-08-21;"21.08.2023 - 01.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 21.08.2025 möglich";Australien;"Sydney und ggf. andere Orte";"ILSC Education Group";"555 Richards Street, Vancouver, B.C.
V6B 2Z5 Vancouver, BC";'+1-604-6899095';;mailto:nadine.rugani@ilsc.com;https://www.ilsc.com/vancouver;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;624
100123178;"Französisch Intensiv - 1 Woche - Kanada -";"Sprachen für den Beruf";Französisch;2023-08-21;2025-08-21;"21.08.2023 - 25.08.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 21.08.2025 möglich";Canada;"Montreal und ggf. andere Orte";"ILSC Education Group";"555 Richards Street, Vancouver, B.C.
V6B 2Z5 Vancouver, BC";'+1-604-6899095';;mailto:nadine.rugani@ilsc.com;https://www.ilsc.com/vancouver;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;625
100123179;"Französisch Intensiv - 2 Woche - Kanada -";"Sprachen für den Beruf";Französisch;2023-08-21;2025-08-21;"21.08.2023 - 01.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 21.08.2025 möglich";Canada;"Montreal und ggf. andere Orte";"ILSC Education Group";"555 Richards Street, Vancouver, B.C.
V6B 2Z5 Vancouver, BC";'+1-604-6899095';;mailto:nadine.rugani@ilsc.com;https://www.ilsc.com/vancouver;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;626
100123182;"Grüne Oase Gesundheitswoche mit Yoga Retreat in Spanien";"Gesundheit und Ernährung";"Entspannung und Körpererfahrung";2023-10-29;2025-10-29;"29.10.2023 - 05.11.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 29.10.2025 möglich";Spanien;"Benajarafe, Málaga";"Deutsche Akademie für Waldbaden und Gesundheit GmbH";"Kellereistraße 1
67487  St. Martin";"06323 80 898 -30";;mailto:info@waldbaden-akademie.com;https://waldbaden-akademie.com/gruene-gesundheitswoche-yoga-in-spanien/;"Berliner ArbeitnehmerInnen aus medizinischen, therapeutischen, pädagogischen Berufsgruppen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;627
100123183;"Reise zu dir Selbst - Stressbewältigung und Persönlichkeitsentwicklung * Malaga";"Gesundheit und Ernährung";;2023-10-29;2025-10-29;"29.10.2023 - 05.11.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 29.10.2025 möglich";Spanien;"Benajarafe, Málaga";"Deutsche Akademie für Waldbaden und Gesundheit GmbH";"Kellereistraße 1
67487  St. Martin";"06323 80 898 -30";;mailto:info@waldbaden-akademie.com;https://waldbaden-akademie.com/die-reise-zu-dir-selbst/;"Für Berliner Arbeitnehmer*innen, in medizinischen, therapeutischen und pädagogischen Bereichen, die die erworbenen Kenntnisse als Multiplikatoren im beruflichen Umfeld weitergeben";;628
100123185;"Alte Mythen und (Zauber-)Kräfte von wilden Kräutern, Sträuchern und Bäumen";"Gesundheit und Ernährung";"Sonstige Themen der Gesundheit";2023-09-04;2025-09-04;"04.09.2023 - 08.09.2023 (Dieser Termin ist bereits vorbei)
09.09.2024 - 13.09.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 04.09.2025 möglich";Deutschland;Winterberg-Elkeringhausen;"Heimvolkshochschule der
Katholischen  Arbeitnehmer-Bewegung
im Erzbistum Paderborn e. V.";"Brüderstr. 27
59065 Hamm/Westf.";02381/9153702;02381/9153701;mailto:postfach@hvhs-nrw.de;https://hvhs-nrw.de/bildungsangebote/alte-mythen-und-zauberkraefte-hvhs-16-23/;"Für Berliner Altenpfleger/innen, Beschäftigungstherapeuten/innen, Sozialpädagogen/innen, Apotheker/innen, Erzieher/innen, Lehrer/innen, Krankenpfleger/innen, Heilpraktiker/innen, Köche/innen, Gärtner/innen, die o.g. Fortbildung für die berufliche Tätigkeit benötigen";;629
100123186;"Vollzeitkurs zur Vorbereitung auf das schriftliche Steuerberaterexamen.";"Recht und Steuern";Steuern;2024-06-03;2026-06-03;"03.06.2024 - 19.09.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 03.06.2026 möglich";Deutschland;"Berlin und ggf. andere Orte";"Steuerlehrgänge
Dr. Bannas GmbH";"Frankfurter Allee 73 D
10247 Berlin";030/29345700;030/29345709;mailto:berlin@steuerlehrgaenge.de;https://www.bannas.com/lehrgaenge/steuerberater/kernlehrgaenge/vollzeitlehrgang;"Für Berliner Steuerberateranwärter(innen), die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;630
100123187;"KombiPlus Lehrgang zur Vorbereitung auf das schriftliche Steuerberaterexamen";"Recht und Steuern";Steuern;2024-07-01;2025-10-30;"30.10.2023 - 04.11.2023 (Dieser Termin ist bereits vorbei)
20.11.2023 - 26.11.2023 (Dieser Termin ist bereits vorbei)
22.04.2024 - 27.04.2024 (Dieser Termin ist bereits vorbei)
01.07.2024 - 05.07.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 30.10.2025 möglich";Deutschland;Berlin;"Steuerlehrgänge
Dr. Bannas GmbH";"Frankfurter Allee 73 D
10247 Berlin";030/29345700;030/29345709;mailto:berlin@steuerlehrgaenge.de;https://www.bannas.com/lehrgaenge/steuerberater/kernlehrgaenge/kombiplus-lehrgang;"Für Berliner Steuerberateranwärter(innen), die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;631
100123188;"Genesungsbegleiter*innen/Erfahrungsexperten und -expertinnen im stationären Kontext";"Gesundheit und Ernährung";"Sonstige Themen der Gesundheit";2024-07-09;2025-08-29;"29.08.2023 - 29.08.2023 (Dieser Termin ist bereits vorbei)
09.07.2024 - 09.07.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 29.08.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/cc54b233-cae9-4eda-be07-a9cb6e49add0?wss_1=esGrid_KipUebersicht&wss_1_suche=gervink&wss_1_anzahl=10&wss_1_sort=asc---Kursdauer%20von;"Für Berliner Genesungsbegleiter*innen in der Psychiatrie, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;632
100123189;"Führen und Gestalten: Zwischen den Stühlen - Führen in der Sandwichposition";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2023-09-01;2025-09-01;"01.09.2023 - 01.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 01.09.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/89c5c9ec-be2f-4002-b54f-14b3a8fa08a8?wss_1=esGrid_KipUebersicht&wss_1_suche=zwischen%20den%20St%C3%BChlen%20-%20F%C3%BChren%20in%20der%20Sandwichposition&wss_1_anzahl=10&wss_1_sort=asc;"Für Berliner Führungskräfte, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;633
100123190;"Die heilsame Kraft des Humors";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2024-06-06;2025-09-26;"26.09.2023 - 26.09.2023 (Dieser Termin ist bereits vorbei)
06.06.2024 - 06.06.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 26.09.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/68854478-430a-4ad4-9eb0-513066a49454?wss_1=esGrid_KipUebersicht&wss_1_suche=Die%20heilsame%20Kraft%20des%20Humors&wss_1_anzahl=10&wss_1_sort=asc---Kursdauer%20von;"Für Berliner Arbeitnehmer/innen die in medizienischen und therapeutischen Berufsfeldern arbeiten und die o.g. Kenntnisse für die berufliche Tätigkeit benötigen.";;634
100123191;"Klausurenpräsenzkurs zur Vorbereitung auf das schriftliche Steuerberaterexamen";"Recht und Steuern";Steuern;2024-08-05;2026-08-04;"05.08.2024 - 28.08.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 04.08.2026 möglich";Deutschland;"Berlin und ggf. andere Orte";"Steuerlehrgänge
Dr. Bannas GmbH";"Frankfurter Allee 73 D
10247 Berlin";030/29345700;030/29345709;mailto:berlin@steuerlehrgaenge.de;https://www.bannas.com/lehrgaenge/steuerberater/klausuren-und-zusatzkurse/klausurenpraesenzkurs;"Für Berliner Steuerberateranwärter(innen), die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;635
100123193;"Klausurtechnik Fallrepitetorium zur Vorbereitung auf das schriftliche Steuerberaterexamen";"Recht und Steuern";Steuern;2024-08-05;2026-08-05;"05.08.2024 - 19.09.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 05.08.2026 möglich";Deutschland;"Berlin und ggf. andere Orte";"Steuerlehrgänge
Dr. Bannas GmbH";"Frankfurter Allee 73 D
10247 Berlin";030/29345700;030/29345709;mailto:berlin@steuerlehrgaenge.de;https://www.bannas.com/lehrgaenge/steuerberater/klausuren-und-zusatzkurse/klausurtechnik-fallrep;"Für Berliner Steuerberateranwärter(innen), die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;636
100123194;"Umgang mit Essstörungen | Online-Seminar";Psychologie;;2024-09-03;2025-09-06;"06.09.2023 - 06.09.2023 (Dieser Termin ist bereits vorbei)
03.09.2024 - 03.09.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 06.09.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/e260d4b4-137c-4691-8780-a29123242c18?wss_1=esGrid_KipUebersicht&wss_1_suche=Umgang%20mit%20Essst%C3%B6rungen&wss_1_anzahl=10&wss_1_sort=asc---Kursdauer%20von;"Für Berliner Mitarbeiter*innen in der Psychiatrie/Psychotherapie und Eingliederungshilfe, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;637
100123195;"Humor ist, wenn man trotzdem lacht | Online-Seminar";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2023-09-05;2025-09-05;"05.09.2023 - 05.09.2023 (Dieser Termin ist bereits vorbei)
25.09.2024 - 25.09.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 05.09.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/8ff0f29b-c57d-4101-ae87-a2c7649d2119?wss_1=esGrid_KipUebersicht&wss_1_suche=Humor%20ist%2C%20wenn%20man%20trotzdem%20lacht&wss_1_anzahl=10&wss_1_sort=asc---Kursdauer%20von;"Für Berliner Arbeitnehmer/innen die in medizienischen und therapeutischen Berufsfeldern arbeiten und die o.g. Kenntnisse für die berufliche Tätigkeit benötigen.";;638
100123196;"Systemische Organisationsentwicklung & Changemanagement";"Kaufmännischer Bereich";Organisation;2023-09-16;2025-09-16;"16.09.2023 - 30.06.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 16.09.2025 möglich";Deutschland;Berlin;"TRIANGEL e.V. 
Institut für Supervision, Coaching,
Organisationsberatung und Mediation";"Horstweg 35
14059 Berlin";030/3228373;030/32609329;mailto:info@institut-triangel.de;https://institut-triangel.de/systemische-organisationsentwicklung-und-changemanagement/;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;639
100123197;"Gelingende Kooperation und Einflussnahme – Führen ohne hierarchische Macht";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2024-12-10;2025-09-15;"15.09.2023 - 15.09.2023 (Dieser Termin ist bereits vorbei)
20.02.2024 - 20.02.2024 (Dieser Termin ist bereits vorbei)
10.12.2024 - 10.12.2024 (Dieser Termin ist bereits vorbei)
27.03.2025 - 27.03.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 15.09.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/de5316db-2eaa-48f4-b7fa-0666138e19ed?wss_1=esGrid_KipUebersicht&wss_1_suche=Gelingende%20Kooperation%20und%20Einflussnahme%20&wss_1_anzahl=10&wss_1_sort=asc---Kursdauer%20von;"für Berliner Führungskräfte";;640
100123199;"Wege (zurück) in den Beruf nach einer psychischen Erkrankung";"Gesundheit und Ernährung";"Berufe Gesundheit und Ernährung";2024-11-18;2025-09-27;"27.09.2023 - 27.09.2023 (Dieser Termin ist bereits vorbei)
18.11.2024 - 18.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 27.09.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/0a273a3b-6a6d-4837-954f-087b6b96b3db?wss_1=esGrid_KipUebersicht&wss_1_suche=Wege%20(zur%C3%BCck)%20in%20den%20Beruf%20nach%20einer%20psychischen%20Erkrankung%20&wss_1_anzahl=10&wss_1_s;"Berliner Mitarbeiter*innen in der Psychiatrie/ Psychotherapie und Eingliederungshilfe";;641
100123200;"„Kein Bock, kann ich jetzt gehen?"" - Wie man mit Motivational Interviewing Änderungsbereitschaft fördert";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2023-10-12;2025-10-12;"12.10.2023 - 12.10.2023 (Dieser Termin ist bereits vorbei)
16.12.2024 - 16.12.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 12.10.2025 möglich";Deutschland;Berlin;"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/88ea9642-6dd8-4a9d-87b9-1d3bd427cf76?wss_1=esGrid_KipUebersicht&wss_1_suche=Kein%20Bock%2C%20kann%20ich%20jetzt%20gehen&wss_1_anzahl=10&wss_1_sort=asc---Kursdauer%20von;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;642
100123201;"Führen mit kommunikativer Kompetenz - souveräne Gestaltung von herausfordernden Gesprächssituationen - auch online";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2024-11-05;2025-10-16;"16.10.2023 - 16.10.2023 (Dieser Termin ist bereits vorbei)
05.11.2024 - 05.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 16.10.2025 möglich";Deutschland;"Berlin - online";"Alexianer GmbH
Institut für Fort- und Weiterbildung";"Krausnickstraße 12 A
10115 Berlin";"030/400 372-104";"030/400 372-539";mailto:S.Neudert@alexianer.de;https://bildung.alexianer.de/LC/2046671346/KIP/DetailBenutzerdefiniert/44d9166b-3f5a-457e-a143-39500fada83f?wss_1=esGrid_KipUebersicht&wss_1_suche=%20F%C3%BChren%20mit%20kommunikativer%20Kompetenz%20-%20souver%C3%A4ne%20Gestaltung%20von%20herausfordernden;"für Berliner Führungskräfte";;643
100123202;"Mediationsausbildung zum/zur zertifizierten MediatorIn";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2023-09-29;2025-09-29;"29.09.2023 - 16.06.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 29.09.2025 möglich";Deutschland;Berlin;"TRIANGEL e.V. 
Institut für Supervision, Coaching,
Organisationsberatung und Mediation";"Horstweg 35
14059 Berlin";030/3228373;030/32609329;mailto:info@institut-triangel.de;https://institut-triangel.de/mediation/;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;644
100123203;"UA1012 CPUX-F 2 Tage ONLINE";"Elektronische Datenverarbeitung";"Sonstige Themen der EDV";2023-08-28;2025-08-28;"28.08.2023 - 29.08.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.08.2025 möglich";Deutschland;"Live Online – V-Classroom-XL – Virtuelles Klassenzimmer inklusive ZOOM & MIRO & eLearning Portal";"Usability Academy
c/o aventaurus Consulting GmbH";"Bahnhofstr. 1
67655 Kaiserslautern";063131605793;063131605794;mailto:info@usability-academy.com;https://www.usability-academy.com/de/78489-ua1012-cpux-f-2-tage-online-28-08-2023;"Für Berliner Arbeitnehmer*innen , insbesondere Produktmanager, Produktdesigner, User-Interface-Designer, Software-Ingenieure, Projektleiter
Qualitätsmanager die ein UX Zertifikat für ihre berufliche Tätigkeit anstreben";;645
100123204;"2-Jahres Yogalehrer Ausbildung Intensivwoche (Woche 1+2)";"Gesundheit und Ernährung";"Berufe Gesundheit und Ernährung";2025-10-05;2025-09-17;"17.09.2023 - 24.09.2023 (Dieser Termin ist bereits vorbei)
24.09.2023 - 01.10.2023 (Dieser Termin ist bereits vorbei)
08.10.2023 - 15.10.2023 (Dieser Termin ist bereits vorbei)
15.10.2023 - 22.10.2023 (Dieser Termin ist bereits vorbei)
22.09.2024 - 29.09.2024 (Dieser Termin ist bereits vorbei)
28.09.2024 - 05.10.2024 (Dieser Termin ist bereits vorbei)
29.09.2024 - 06.10.2024 (Dieser Termin ist bereits vorbei)
06.10.2024 - 13.10.2024 (Dieser Termin ist bereits vorbei)
21.09.2025 - 28.09.2025
28.09.2025 - 05.10.2025
05.10.2025 - 12.10.2025
weitere Termine zu dieser Veranstaltung sind noch bis 17.09.2025 möglich";Deutschland;"Horn-Bad Meinberg";"Yoga Vidya e.V.";"Yogaweg 7
32805 Horn-Bad Meinberg";05234-87-2203;;mailto:bildungsurlaub@yoga-vidya.de;https://www.yoga-vidya.de/ausbildung-weiterbildung/yogalehrer-ausbildung/yogalehrer-2-jahre-stadtcenter/;"Für Berliner Yogalehrer*innen, die o.g.Fortbildung für die berufliche Tätigkeit benötigen";;646
100123205;"Thai Yoga Massage Ausbildung";"Gesundheit und Ernährung";"Berufe Gesundheit und Ernährung";2023-10-08;2025-10-08;"08.10.2023 - 15.10.2023 (Dieser Termin ist bereits vorbei)
28.04.2024 - 05.05.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 08.10.2025 möglich";Deutschland;"Horn-Bad Meinberg | Oberlahr und ggf. andere Orte";"Yoga Vidya e.V.";"Yogaweg 7
32805 Horn-Bad Meinberg";05234-87-2203;;mailto:bildungsurlaub@yoga-vidya.de;https://www.yoga-vidya.de/ausbildung-weiterbildung/massage-ausbildung/thai-yoga-massage-ausbildung/;"Für Berliner Physiotherapeuten*innen,  die o.g.Fortbildung für die berufliche Tätigkeit benötigen";;647
100123206;"Kultur des Digitalen - Sind wir schon ein „homo digitalis“?";"Politische Bildung";"Demokratie und Medienpolitik";2023-08-28;2025-08-28;"28.08.2023 - 01.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.08.2025 möglich";Deutschland;"Kochel am See";"Georg-von-Vollmar-Akademie e.V.";"Am Aspensteinbichl 9-11
82431 Kochel am See";"08851 780";"08851 7823";mailto:info@vollmar-akademie.de;https://www.vollmar-akademie.de/programm/kw/bereich/kursdetails/kurs/23243501/kursname/Kultur%20des%20Digitalen%20Sind%20wir%20schon%20ein%20homo%20digitalis/kategorie-id/0/#inhalt;"Für interessierte Berliner Arbeitnehmer/innen";;648
100123207;"„Frieden schaffen ohne Waffen“ – ein überholtes Motto?! Über die Geschichte des Pazifismus in Deutschland";"Politische Bildung";"Andere polit. Veranstaltungen";2023-08-28;2025-08-28;"28.08.2023 - 01.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.08.2025 möglich";Deutschland;"Kochel am See";"Georg-von-Vollmar-Akademie e.V.";"Am Aspensteinbichl 9-11
82431 Kochel am See";"08851 780";"08851 7823";mailto:info@vollmar-akademie.de;https://www.vollmar-akademie.de/programm/kw/bereich/kursdetails/kurs/23243503/kursname/Frieden%20schaffen%20ohne%20Waffen%20ein%20ueberholtes%20Motto%20Geschichte%20des%20Pazifismus/kategorie-id/0/#inhalt;"Für interessierte Berliner Arbeitnehmer/innen";;649
100123209;"In Zeiten der Aufrüstung – Waffen der Zukunft und weltweite Konflikte im 21. Jahrhundert";"Politische Bildung";"Andere polit. Veranstaltungen";2024-12-16;2025-08-28;"28.08.2023 - 01.09.2023 (Dieser Termin ist bereits vorbei)
16.12.2024 - 20.12.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.08.2025 möglich";Deutschland;"Kochel am See";"Georg-von-Vollmar-Akademie e.V.";"Am Aspensteinbichl 9-11
82431 Kochel am See";"08851 780";"08851 7823";mailto:info@vollmar-akademie.de;https://www.vollmar-akademie.de/programm/kw/bereich/kursdetails/kurs/23243502/kursname/In%20Zeiten%20der%20Aufruestung%20-%20Waffen%20der%20Zukunft%20und%20weltweite%20Konflikte/kategorie-id/0/#inhalt;"Für interessierte Berliner Arbeitnehmer/innen";;650
100123211;"Italienische Woche PDL Sprache und Landeskunde für Anfänger mit Vorkenntnissen und Fortgeschrittene - A2 bis B2";"Sprachen für den Beruf";Italienisch;2023-09-04;2025-09-04;"04.09.2023 - 08.09.2023 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 04.09.2025 möglich";Italien;Cagliari;"Resonanz Vincent & Zammit GbR";"Wiener Str. 2
53332  Bornheim";"02227 8198692";;mailto:info@resonanz-institut.de;https://resonanz-institut.de/lernen/pdl-bildungsurlaub-italienisch-intensivkurs-in-italien-2-2022-09-05-2-2-3/;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;651
